companyid,locationid,state,patientid,procedure_code,production,description,week_start_date,year
V196858,3-Jan,TX,950,IDX105,57.81,IDEXX CBC,2022-12-12,2022
V196858,3-Jan,TX,990,3231,61.96,FECAL O&P PRIMATE - IDEXX #320389,2023-02-27,2023
V196858,3-Jan,TX,667,31803,130.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2023-03-06,2023
V196858,3-Jan,TX,761,IRL24639,45.56,IDEXX FECAL DX PROFILE W GIARDIA,2023-03-13,2023
V196858,3-Jan,TX,104,IL32159,183.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2023-03-27,2023
V196858,3-Jan,TX,576,IL75B,169.0,IDEXX TOTAL HEALTH PLUS BASIC**,2023-04-24,2023
V196858,3-Jan,TX,377,IL90999,273.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2023-08-28,2023
V196858,3-Jan,TX,860,759999,209.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2023-10-16,2023
V196858,3-Jan,TX,958,4871999,111.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2023-10-30,2023
V196858,3-Jan,TX,984,IL275,156.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2023-10-30,2023
V196858,1-Jan,OK,877,IL9400,107.15,IDEXX URINALYSIS WITH UPC,2017-01-02,2017
V196858,1-Jan,OK,250,1773,29.01,IDEXX CBC (PROCYTE) INHOUSE,2017-01-02,2017
V196858,1-Jan,OK,350,759999,190.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2017-01-02,2017
V196858,1-Jan,OK,498,IL31829,104.92,IDEXX K9 COMP PARASITE SCREEN,2017-01-09,2017
V196858,1-Jan,OK,661,I910,76.0,IDEXX URINALYSIS,2017-01-16,2017
V196858,1-Jan,OK,769,AC100,98.9,IDEXX 4DX  W REFLEX,2017-01-16,2017
V196858,1-Jan,OK,244,1248,284.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2017-01-16,2017
V196858,1-Jan,OK,237,IL9461,136.0,IDEXX URINE CORT/CREATINE ADD-ON,2017-01-23,2017
V196858,1-Jan,OK,845,176140,35.0,IDEXX CATALYST LYTE 4,2017-02-06,2017
V196858,1-Jan,OK,880,IL90999,290.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2017-02-06,2017
V196858,1-Jan,OK,575,776,128.59,IDEXX URINE CULTURE AND SUSCEPTIBILI,2017-02-13,2017
V196858,1-Jan,OK,374,75PCMET,255.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-02-27,2017
V196858,1-Jan,OK,625,AC100,102.9,IDEXX 4DX  W REFLEX,2017-03-06,2017
V196858,1-Jan,OK,585,IL5010,46.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-03-06,2017
V196858,1-Jan,OK,329,IL9101,89.73,IDEXX URINALYSIS ADD-ON,2017-03-06,2017
V196858,1-Jan,OK,190,3231,56.96,FECAL O&P PRIMATE - IDEXX #320388,2017-03-13,2017
V196858,1-Jan,OK,258,FECA,31.0,FECAL PANEL TO IDEXX,2017-03-20,2017
V196858,1-Jan,OK,758,31803,133.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2017-03-20,2017
V196858,1-Jan,OK,403,IL75B,164.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-03-20,2017
V196858,1-Jan,OK,594,IL9101,86.73,IDEXX URINALYSIS ADD-ON,2017-04-17,2017
V196858,1-Jan,OK,745,FDX,53.0,FECAL DX (IDEXX),2017-04-17,2017
V196858,1-Jan,OK,692,IL22159,85.0,IDEXX PRE-OP PANEL/ADULT PANEL,2017-04-24,2017
V196858,1-Jan,OK,867,FAAP,154.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2017-04-24,2017
V196858,1-Jan,OK,727,IL75B,166.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-04-24,2017
V196858,1-Jan,OK,861,75PCMET,241.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-05-01,2017
V196858,1-Jan,OK,598,IL5199,44.48,IDEXX FECAL DX ANTIGEN,2017-05-08,2017
V196858,1-Jan,OK,580,IDX105,55.81,IDEXX CBC,2017-05-15,2017
V196858,1-Jan,OK,195,FDX,48.0,FECAL DX (IDEXX),2017-05-15,2017
V196858,1-Jan,OK,218,IDX101,93.31,IDEXX CHEM 15,2017-05-15,2017
V196858,1-Jan,OK,708,176140,30.0,IDEXX CATALYST LYTE 4,2017-05-29,2017
V196858,1-Jan,OK,455,ID804,130.0,IDEXX TOTAL T4,2017-06-26,2017
V196858,1-Jan,OK,173,3231,55.96,FECAL O&P PRIMATE - IDEXX #320388,2017-07-03,2017
V196858,1-Jan,OK,182,IL31829,97.92,IDEXX K9 COMP PARASITE SCREEN,2017-07-10,2017
V196858,1-Jan,OK,248,910,70.04,URINALYSIS ~ IDEXX,2017-07-10,2017
V196858,1-Jan,OK,883,6240,161.0,SA IDEXX B12(2013),2017-07-17,2017
V196858,1-Jan,OK,676,IDX101,92.31,IDEXX CHEM 15,2017-08-14,2017
V196858,1-Jan,OK,174,176140,29.0,IDEXX CATALYST LYTE 4,2017-08-21,2017
V196858,1-Jan,OK,686,ID75,319.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-08-28,2017
V196858,1-Jan,OK,860,FECALDX,80.8,IDEXX: FECAL DX W GIARDIA - WELLNESS,2017-09-04,2017
V196858,1-Jan,OK,392,IL5199,49.48,IDEXX FECAL DX ANTIGEN,2017-09-11,2017
V196858,1-Jan,OK,711,176140,36.0,IDEXX CATALYST LYTE 4,2017-09-11,2017
V196858,1-Jan,OK,263,IL32159,184.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-09-18,2017
V196858,1-Jan,OK,390,IL9461,137.0,IDEXX URINE CORT/CREATINE ADD-ON,2017-09-18,2017
V196858,1-Jan,OK,575,IL32159,180.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-10-02,2017
V196858,1-Jan,OK,111,1248,276.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2017-10-02,2017
V196858,1-Jan,OK,674,HF248,185.0,ZRADIOLOGY CONSULT (IDEXX) HF,2017-10-02,2017
V196858,1-Jan,OK,389,3231,58.96,FECAL O&P PRIMATE - IDEXX #320389,2017-10-09,2017
V196858,1-Jan,OK,796,PREAXBW,117.6,IDEXX PABW,2017-10-16,2017
V196858,1-Jan,OK,604,1295,83.89,IDEXX URINALYSIS,2017-10-30,2017
V196858,1-Jan,OK,175,24639,70.0,IDEXX FECAL O&P W GIARDIA,2017-12-04,2017
V196858,1-Jan,OK,848,I7723,43.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2018-01-08,2018
V196858,1-Jan,OK,174,IL7244,51.47,IDEXX LAB 4DX PLUS TEST - CANINE,2018-02-12,2018
V196858,1-Jan,OK,160,1295,86.89,IDEXX URINALYSIS,2018-02-19,2018
V196858,1-Jan,OK,726,24639,64.0,IDEXX FECAL O&P W GIARDIA,2018-03-19,2018
V196858,1-Jan,OK,226,IL5010,46.49,IDEXX OVA AND PARASITES 3 OR MORE,2018-03-26,2018
V196858,1-Jan,OK,492,910,65.04,URINALYSIS ~ IDEXX,2018-04-16,2018
V196858,1-Jan,OK,482,RX7244,69.0,4DX HEARTWORM - IDEXX,2018-04-23,2018
V196858,1-Jan,OK,135,IL75B,175.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-06-04,2018
V196858,1-Jan,OK,169,IL75B,161.0,IDEXX TOTAL HEALTH PLUS BASIC**,2018-06-18,2018
V196858,1-Jan,OK,726,FECA,40.0,FECAL PANEL TO IDEXX,2018-10-08,2018
V196858,1-Jan,OK,303,IL24483,273.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2018-10-15,2018
V196858,1-Jan,OK,739,IL9101,84.73,IDEXX URINALYSIS ADD-ON,2019-04-15,2019
V196858,1-Jan,OK,416,URINE,66.5,URINALYSIS IN HOUSE - IDEXX,2019-04-29,2019
V196858,1-Jan,OK,222,HW,62.0,IDEXX - HEARTWORM SNAP,2019-04-29,2019
V196858,1-Jan,OK,442,HF248,191.0,ZRADIOLOGY CONSULT (IDEXX) HF,2019-05-06,2019
V196858,1-Jan,OK,203,RX7244,70.0,4DX HEARTWORM - IDEXX,2019-05-27,2019
V196858,1-Jan,OK,381,IL31829,130.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2019-06-10,2019
V196858,1-Jan,OK,307,75PCMET,255.0,PCMET IDEXX TOTAL BODY HEALTH (75),2019-07-29,2019
V196858,1-Jan,OK,817,24639,87.57,IDEXX FECAL DX PROFILE W GIARDIA,2019-08-12,2019
V196858,1-Jan,OK,731,IL75B,160.0,IDEXX TOTAL HEALTH PLUS BASIC**,2019-09-16,2019
V196858,1-Jan,OK,187,1773,26.01,IDEXX CBC (PROCYTE) INHOUSE,2019-10-21,2019
V196858,1-Jan,OK,336,1295,86.89,IDEXX URINALYSIS,2020-01-06,2020
V196858,1-Jan,OK,478,4871999,105.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2020-04-06,2020
V196858,1-Jan,OK,468,13867,74.0,IDEXX PHENOBARBITAL (1000),2020-05-04,2020
V196858,1-Jan,OK,584,24639,70.0,IDEXX FECAL O&P W GIARDIA,2020-08-31,2020
V196858,1-Jan,OK,452,IL31829,132.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2020-09-14,2020
V196858,1-Jan,OK,164,FAAP,166.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2020-09-21,2020
V196858,1-Jan,OK,553,27007,164.0,SENIOR PROFILE - IDEXX,2020-09-28,2020
V196858,1-Jan,OK,294,IDEXX5013L,47.75,IDEXX - FECAL DX - TO LAB,2020-10-05,2020
V196858,1-Jan,OK,706,64275,65.8,FECAL O&P DX PP IDEXX #5013,2020-10-12,2020
V196858,1-Jan,OK,465,FDX,45.0,FECAL DX (IDEXX),2020-10-26,2020
V196858,1-Jan,OK,739,27007,166.0,SENIOR PROFILE - IDEXX,2020-11-16,2020
V196858,1-Jan,OK,423,PREAXBW,110.6,IDEXX PABW,2020-11-23,2020
V196858,1-Jan,OK,570,IDEXX5013L,51.75,IDEXX - FECAL DX - TO LAB,2021-05-03,2021
V196858,1-Jan,OK,408,1295,82.89,IDEXX URINALYSIS,2021-05-10,2021
V196858,1-Jan,OK,483,FDX,51.0,FECAL DX (IDEXX),2021-05-31,2021
V196858,1-Jan,OK,592,GIAFF,71.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2021-06-07,2021
V196858,1-Jan,OK,356,I910,80.0,IDEXX URINALYSIS,2021-07-05,2021
V196858,1-Jan,OK,121,IL5013,59.0,IDEXX FECAL DX OVA AND ANTIGEN,2021-07-05,2021
V196858,1-Jan,OK,246,1295,86.89,IDEXX URINALYSIS,2021-07-19,2021
V196858,1-Jan,OK,372,910,66.04,URINALYSIS ~ IDEXX,2021-10-11,2021
V196858,1-Jan,OK,952,GIAFF,75.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2021-10-25,2021
V196858,1-Jan,OK,969,3231,57.96,FECAL O&P PRIMATE - IDEXX #320437,2021-11-29,2021
V196858,1-Jan,OK,847,910,67.04,URINALYSIS ~ IDEXX,2021-12-06,2021
V196858,1-Jan,OK,905,IL31829,99.92,IDEXX K9 COMP PARASITE SCREEN,2022-01-24,2022
V196858,1-Jan,OK,399,42739999,467.7,IDEXX CANINE BLOODWORK PACKAGE,2022-02-14,2022
V196858,1-Jan,OK,992,27007,171.0,SENIOR PROFILE - IDEXX,2022-02-21,2022
V196858,1-Jan,OK,398,ID75,328.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2022-02-21,2022
V196858,1-Jan,OK,997,PREAXBW,110.6,IDEXX PABW,2022-04-18,2022
V196858,1-Jan,OK,235,HW,63.0,IDEXX - HEARTWORM SNAP,2022-05-23,2022
V196858,1-Jan,OK,565,64275,64.8,FECAL O&P DX PP IDEXX #5013,2022-06-27,2022
V196858,1-Jan,OK,394,2463,53.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2022-08-08,2022
V196858,1-Jan,OK,741,T4,49.5,IDEXX T4,2022-08-22,2022
V196858,1-Jan,OK,347,IL7244,49.47,IDEXX LAB 4DX PLUS TEST - CANINE,2022-10-10,2022
V196858,1-Jan,OK,542,31803,132.0,FECAL DX/LAB 4DX PLUS IDEXX 31803,2022-12-05,2022
V196858,1-Jan,OK,456,IRL24639,49.56,IDEXX FECAL DX PROFILE W GIARDIA,2022-12-12,2022
V196858,1-Jan,OK,455,48019999,265.0,FELINE PLUS (IDEXX),2023-01-30,2023
V196858,1-Jan,OK,906,FAAP,154.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2023-01-30,2023
V196858,1-Jan,OK,464,IL5199,50.48,IDEXX FECAL DX ANTIGEN,2023-02-20,2023
V196858,1-Jan,OK,159,IL75B,170.0,IDEXX TOTAL HEALTH PLUS BASIC**,2023-03-13,2023
V196858,1-Jan,OK,780,27007,162.0,SENIOR PROFILE - IDEXX,2023-03-13,2023
V196858,1-Jan,OK,142,IDX105,55.81,IDEXX CBC,2023-04-17,2023
V196858,1-Jan,OK,299,IRL24639,43.56,IDEXX FECAL DX PROFILE W GIARDIA,2023-04-24,2023
V196858,1-Jan,OK,324,IDX2,207.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2023-06-26,2023
V196858,1-Jan,OK,131,3231,59.96,FECAL O&P PRIMATE - IDEXX #320388,2023-07-17,2023
V196858,1-Jan,OK,306,IL9461,141.0,IDEXX URINE CORT/CREATINE ADD-ON,2023-10-16,2023
V204163,2-Jan,NL,378,IL32159,194.78,IDEXX YOUNG WELLNESS WITH CANINE CAR,2017-01-02,2017
V204163,2-Jan,NL,183,PREAXBW,117.6,IDEXX PABW,2017-01-09,2017
V204163,2-Jan,NL,758,FECA,36.0,FECAL PANEL TO IDEXX,2017-01-16,2017
V204163,2-Jan,NL,657,IL3808,174.05,IDEXX COMP DIARRHEA PROFILE K9,2017-03-06,2017
V204163,2-Jan,NL,866,3231,55.96,FECAL O&P PRIMATE - IDEXX #320437,2017-03-20,2017
V204163,2-Jan,NL,386,64275,62.8,FECAL O&P DX PP IDEXX #5013,2017-04-24,2017
V204163,2-Jan,NL,205,IDX101,94.31,IDEXX CHEM 15,2017-05-01,2017
V204163,2-Jan,NL,443,IDX2,211.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2017-05-08,2017
V204163,2-Jan,NL,936,PREAXBW,114.6,IDEXX PABW,2017-05-29,2017
V204163,2-Jan,NL,192,FDX,47.0,FECAL DX (IDEXX),2017-06-05,2017
V204163,2-Jan,NL,277,75PCMET,259.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-06-26,2017
V204163,2-Jan,NL,128,1827,110.11,IDEXX TOTAL HEALTH + T4 #759999,2017-07-03,2017
V204163,2-Jan,NL,584,FDX,45.0,FECAL DX (IDEXX),2017-08-28,2017
V204163,2-Jan,NL,953,IL5013,56.0,IDEXX FECAL DX OVA AND ANTIGEN,2017-08-28,2017
V204163,2-Jan,NL,650,HF248,185.0,ZRADIOLOGY CONSULT (IDEXX) HF,2017-09-25,2017
V204163,2-Jan,NL,155,IL75B,171.0,IDEXX TOTAL HEALTH PLUS BASIC**,2017-11-06,2017
V204163,2-Jan,NL,703,IDX2,202.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2017-11-13,2017
V204163,2-Jan,NL,845,3231,56.96,FECAL O&P PRIMATE - IDEXX #320388,2017-12-04,2017
V204163,2-Jan,NL,713,IL3808,169.05,IDEXX COMP DIARRHEA PROFILE K9,2017-12-11,2017
V204163,2-Jan,NL,849,FECAL,75.0,FECAL FLOAT (TO IDEXX LAB),2017-12-25,2017
V204163,2-Jan,NL,870,IL9461,136.0,IDEXX URINE CORT/CREATINE ADD-ON,2018-01-22,2018
V204163,2-Jan,NL,735,75PCMET,249.0,PCMET IDEXX TOTAL BODY HEALTH (75),2018-01-22,2018
V204163,2-Jan,NL,839,FAAP,156.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2018-03-05,2018
V204163,2-Jan,NL,837,27007,161.0,SENIOR PROFILE - IDEXX,2018-07-30,2018
V204163,2-Jan,NL,752,IRL24639,48.56,IDEXX FECAL DX PROFILE W GIARDIA,2018-08-27,2018
V204163,2-Jan,NL,244,3231,57.96,FECAL O&P PRIMATE - IDEXX #320381,2018-09-03,2018
V204163,2-Jan,NL,106,PREAXBW,112.6,IDEXX PABW,2018-09-03,2018
V204163,2-Jan,NL,962,AC100,99.9,IDEXX 4DX  W REFLEX,2018-10-01,2018
V204163,2-Jan,NL,517,13867,77.0,IDEXX PHENOBARBITAL (1000),2018-11-05,2018
V204163,2-Jan,NL,748,IL5199,48.48,IDEXX FECAL DX ANTIGEN,2019-03-04,2019
V204163,2-Jan,NL,609,IL45139,174.61,FE SR. WELL TO IDEXX CCC ADD CODE 3869,2019-03-11,2019
V204163,2-Jan,NL,480,IL8041,114.72,IDEXX T4 FOLLOW-UP,2019-03-18,2019
V204163,2-Jan,NL,840,3231,52.96,FECAL O&P PRIMATE - IDEXX #320389,2019-06-10,2019
V204163,2-Jan,NL,915,I381099,214.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2019-08-05,2019
V204163,2-Jan,NL,382,T4,44.5,IDEXX T4,2019-08-05,2019
V204163,2-Jan,NL,497,4871999,107.0,IDEXX K9 CHEM10/SDMA/CBC/4DX/IPS,2019-09-02,2019
V204163,2-Jan,NL,490,ID804,121.0,IDEXX TOTAL T4,2019-09-16,2019
V204163,2-Jan,NL,372,IL9461,135.0,IDEXX URINE CORT/CREATINE ADD-ON,2019-11-11,2019
V204163,2-Jan,NL,433,3231,59.96,FECAL O&P PRIMATE - IDEXX #320388,2020-06-08,2020
V204163,2-Jan,NL,895,4DX,57.0,IDEXX SNAP 4DX PLUS HEARTWORM TEST,2020-06-15,2020
V204163,2-Jan,NL,280,10132,38.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2020-06-22,2020
V204163,2-Jan,NL,841,1773,27.01,IDEXX CBC (PROCYTE) INHOUSE,2020-08-03,2020
V204163,2-Jan,NL,301,IR501,48.0,IDEXX FECAL O&P,2020-09-14,2020
V204163,2-Jan,NL,358,IL501,58.0,IDEXX OVA AND PARASITES (FECAL),2020-09-14,2020
V204163,2-Jan,NL,427,T4,51.5,IDEXX T4,2020-09-21,2020
V204163,2-Jan,NL,607,FAAP,158.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2021-01-11,2021
V204163,2-Jan,NL,122,IRL24639,41.56,IDEXX FECAL DX PROFILE W GIARDIA,2021-01-18,2021
V204163,2-Jan,NL,534,176140,30.0,IDEXX CATALYST LYTE 4,2021-07-26,2021
V204163,2-Jan,NL,293,759999,197.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2021-09-20,2021
V204163,2-Jan,NL,305,IR501,48.0,IDEXX FECAL O&P,2021-09-27,2021
V204163,2-Jan,NL,217,IL5199,45.48,IDEXX FECAL DX ANTIGEN,2021-11-29,2021
V204163,2-Jan,NL,307,IL31829,131.0,IDEXX - 4DX + FECAL - COMPREHENSIVE,2021-12-13,2021
V204163,2-Jan,NL,925,FAAP,165.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2021-12-27,2021
V204163,2-Jan,NL,710,IL75B,175.0,IDEXX TOTAL HEALTH PLUS BASIC**,2021-12-27,2021
V204163,2-Jan,NL,303,490IDX,46.5,IDEXX HEARTWORM SNAP TEST,2022-01-31,2022
V204163,2-Jan,NL,953,3231,61.96,FECAL O&P PRIMATE - IDEXX #320438,2022-03-28,2022
V204163,2-Jan,NL,415,IL24483,270.0,IDEXX SENIOR PROFILE W/FECAL DX & 4DX,2022-03-28,2022
V204163,2-Jan,NL,163,IL90999,273.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2022-04-04,2022
V204163,2-Jan,NL,149,IL501,56.0,IDEXX OVA AND PARASITES (FECAL),2022-05-02,2022
V204163,2-Jan,NL,988,MM,124.5,IDEXX MEDICAL MONITORING PROFILE,2022-05-30,2022
V204163,2-Jan,NL,351,2463,56.0,IDEXX FECAL OVA PARASITES WITH GIARDIA,2022-06-13,2022
V204163,2-Jan,NL,537,FAAP,163.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2022-06-20,2022
V204163,2-Jan,NL,840,24639,90.57,IDEXX FECAL DX PROFILE W GIARDIA,2022-06-20,2022
V204163,2-Jan,NL,749,1295,86.89,IDEXX URINALYSIS,2022-06-20,2022
V204163,2-Jan,NL,989,FDX,49.0,FECAL DX (IDEXX),2022-07-25,2022
V204163,2-Jan,NL,234,27013,71.0,CBC - IDEXX,2022-09-12,2022
V204163,2-Jan,NL,397,FAAP,156.87,FELINE ADULT ANNUAL LAB PROFILE - IDEXX,2022-09-12,2022
V204163,2-Jan,NL,104,3231,60.96,FECAL O&P PRIMATE - IDEXX #320438,2022-09-19,2022
V204163,2-Jan,NL,727,HF248,199.0,ZRADIOLOGY CONSULT (IDEXX) HF,2022-11-14,2022
V204163,2-Jan,NL,319,64275,67.8,FECAL O&P DX PP IDEXX #5013,2022-11-28,2022
V204163,2-Jan,NL,881,1248,284.9,RADIOGRAPH INTERPRETATION  STAT IDEXX,2022-12-05,2022
V204163,2-Jan,NL,733,SA705,126.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2022-12-12,2022
V204163,2-Jan,NL,698,I910,72.0,IDEXX URINALYSIS,2023-03-06,2023
V204163,2-Jan,NL,945,AC100,101.9,IDEXX 4DX  W REFLEX,2023-04-17,2023
V204163,2-Jan,NL,492,T4,52.5,IDEXX T4,2023-05-01,2023
V204163,2-Jan,NL,118,759999,199.0,IDEXX CHEM 27CBCTT4(TOTAL HEALTH PLUS),2023-05-22,2023
V204163,2-Jan,NL,968,490IDX,41.5,IDEXX HEARTWORM SNAP TEST,2023-07-17,2023
V204163,2-Jan,NL,593,IL9101,83.73,IDEXX URINALYSIS ADD-ON,2023-07-31,2023
V204163,2-Jan,NL,763,10132,42.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2023-09-11,2023
V204163,2-Jan,NL,403,IL75B,167.0,IDEXX TOTAL HEALTH PLUS BASIC**,2023-10-09,2023
V204163,2-Jan,NL,434,AC100,102.9,IDEXX 4DX  W REFLEX,2023-10-30,2023
V204163,2-Jan,NL,731,490IDX,43.5,IDEXX HEARTWORM SNAP TEST,2023-12-11,2023
V204163,3-Jan,FL,211,3231,57.96,FECAL O&P PRIMATE - IDEXX #320438,2017-01-02,2017
V204163,3-Jan,FL,460,75PCMET,246.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-02-20,2017
V204163,3-Jan,FL,935,6240,162.0,SA IDEXX B12(2013),2017-03-06,2017
V204163,3-Jan,FL,460,IL5013,64.0,IDEXX FECAL DX OVA AND ANTIGEN,2017-04-03,2017
V204163,3-Jan,FL,191,24639,66.0,IDEXX FECAL O&P W GIARDIA,2017-04-10,2017
V204163,3-Jan,FL,877,27013,78.0,CBC - IDEXX,2017-04-17,2017
V204163,3-Jan,FL,761,10132,46.0,FRUCTOSAMINE (IDEXX IN-HOUSE),2017-04-17,2017
V204163,3-Jan,FL,265,1189,136.0,IDEXX CUSTOM PROFILE 212-STANDARD CB,2017-04-24,2017
V204163,3-Jan,FL,684,27007,161.0,SENIOR PROFILE - IDEXX,2017-04-24,2017
V204163,3-Jan,FL,828,IL5199,42.48,IDEXX FECAL DX ANTIGEN,2017-05-08,2017
V204163,3-Jan,FL,526,GIAFF,79.8,FECAL PANEL FELINE (GIARDIACENT. -IDEXX,2017-05-22,2017
V204163,3-Jan,FL,809,IDX105,54.81,IDEXX CBC,2017-06-05,2017
V204163,3-Jan,FL,783,3231,54.96,FECAL O&P PRIMATE - IDEXX #320381,2017-06-05,2017
V204163,3-Jan,FL,198,IDX2,197.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2017-06-26,2017
V204163,3-Jan,FL,642,IL31829,127.0,IDEXX 4DX + FECAL - COMPREHENSIVE,2017-06-26,2017
V204163,3-Jan,FL,593,IL9101,85.73,IDEXX URINALYSIS ADD-ON,2017-07-03,2017
V204163,3-Jan,FL,316,27013,70.0,CBC - IDEXX,2017-07-03,2017
V204163,3-Jan,FL,636,75PCMET,249.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-07-03,2017
V204163,3-Jan,FL,739,IL275,154.98,IDEXX DEXAMETHASONE SUPPRESSION (ONE,2017-07-17,2017
V204163,3-Jan,FL,699,IL3808,163.05,IDEXX COMP DIARRHEA PROFILE K9,2017-08-07,2017
V204163,3-Jan,FL,709,I381099,224.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2017-08-14,2017
V204163,3-Jan,FL,345,3231,58.96,FECAL O&P PRIMATE - IDEXX #320438,2017-09-04,2017
V204163,3-Jan,FL,505,AC100,98.9,IDEXX 4DX  W REFLEX,2017-09-11,2017
V204163,3-Jan,FL,252,SA705,128.9,IDEXX SENIOR CBCCHEMT4 (NEED UA),2017-09-18,2017
V204163,3-Jan,FL,704,ID75,318.6,TOTAL HEALTH PLUS PROFILE (T4 IDEXX LAB,2017-10-02,2017
V204163,3-Jan,FL,725,IR501,47.0,IDEXX FECAL O&P,2017-10-02,2017
V204163,3-Jan,FL,269,ID804,128.0,IDEXX TOTAL T4,2017-10-02,2017
V204163,3-Jan,FL,378,IL5010,50.49,IDEXX OVA AND PARASITES 3 OR MORE,2017-10-30,2017
V204163,3-Jan,FL,270,75PCMET,261.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-11-27,2017
V204163,3-Jan,FL,181,T4,48.5,IDEXX T4,2017-12-04,2017
V204163,3-Jan,FL,940,75PCMET,246.0,PCMET IDEXX TOTAL BODY HEALTH (75),2017-12-18,2017
V204163,3-Jan,FL,516,I381099,216.0,XXXA S (CBC/CH25/UA) IDEXX 38109999,2018-01-15,2018
V204163,3-Jan,FL,790,IL5013,57.0,IDEXX FECAL DX OVA AND ANTIGEN,2018-01-22,2018
V204163,3-Jan,FL,624,6240,159.0,SA IDEXX B12(2013),2018-01-29,2018
V204163,3-Jan,FL,891,I7723,45.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2018-02-05,2018
V204163,3-Jan,FL,819,IL5013,55.0,IDEXX FECAL DX OVA AND ANTIGEN,2018-04-16,2018
V204163,3-Jan,FL,139,27007,166.0,SENIOR PROFILE - IDEXX,2018-05-28,2018
V204163,3-Jan,FL,115,I7723,50.76,IDEXX HEARTWORM ANTIGEN BY ELISA,2018-06-11,2018
V204163,3-Jan,FL,981,AC100,103.9,IDEXX 4DX  W REFLEX,2018-07-09,2018
V204163,3-Jan,FL,221,3231,59.96,FECAL O&P PRIMATE - IDEXX #320388,2018-07-23,2018
V204163,3-Jan,FL,845,3231,52.96,FECAL O&P PRIMATE - IDEXX #320388,2018-08-06,2018
V204163,3-Jan,FL,228,HF248,191.0,ZRADIOLOGY CONSULT (IDEXX) HF,2018-08-20,2018
V204163,3-Jan,FL,987,75PCMET,246.0,PCMET IDEXX TOTAL BODY HEALTH (75),2018-08-27,2018
V204163,3-Jan,FL,347,IL90999,282.0,IDEXX FELINE SENIOR PROFILE -STANDAR,2018-09-03,2018
V204163,3-Jan,FL,807,3231,59.96,FECAL O&P PRIMATE - IDEXX #320381,2018-09-17,2018
V204163,3-Jan,FL,389,IDX2,212.83,IDEXX COMP PANEL WSDMA (IN HOUSE),2018-10-01,2018
V204163,3-Jan,FL,528,3231,52.96,FECAL O&P PRIMATE - IDEXX #320437,2018-10-15,2018
V204163,3-Jan,FL,627,IL8041,118.72,IDEXX T4 FOLLOW-UP,2018-12-24,2018
