companyid,locationid,patientid,clientid,breed,species,age
V218009,1-Jan,753,315,PUG,CANINE,12
V218009,1-Jan,566,321,DOMESTIC SHORTHAIR,FELINE,5
V218009,1-Jan,720,349,PIT BULL MIX,K9,18
V218009,1-Jan,535,485,SIAMESE MIX,CAT,23
V218009,1-Jan,274,487,BEARDED DRAGON,REPTIL,23
V218009,1-Jan,263,319,CANINE MIXED BREED,CANINE,5
V218009,1-Jan,340,354,SHORTHAIR  DOMESTIC,FELINE,4
V218009,1-Jan,166,118,MIXED,CANINE,13
V218009,1-Jan,687,312,AMERICAN BULLDOG,CANINE,18
V218009,1-Jan,638,155,SHORTHAIR  DOMESTIC,FELINE,5
V218009,1-Jan,912,322,SHETLAND SHEEPDOG (SHELTIE),CANINE,19
V218009,1-Jan,442,423,DOMESTIC SHORT HAIR,CAT,9
V218009,1-Jan,764,206,SCHNAUZER MINATURE,CANINE,22
V218009,1-Jan,265,338,MIXED,CANINE,24
V218009,1-Jan,338,439,DOMESTIC SHORTHAIR,FELINE,13
V218009,1-Jan,550,282,RIDGEBACK  RHODESIAN,CANINE,13
V218009,1-Jan,594,273,SHEPHERD  GERMAN MIX,CANINE,22
V218009,1-Jan,847,442,CHOW CHOW,CANINE,23
V218009,1-Jan,627,255,X-BICHON  FRISE,CANINE,23
V218009,1-Jan,985,279,DOMESTIC MEDIUMHAIR,FELINE,9
V218009,1-Jan,254,100,DSH,FELINE,12
V218009,1-Jan,132,137,NORWEGIAN FOREST CAT MIX,FELINE,4
V218009,1-Jan,138,134,DOMESTIC LONGHAIR,FELINE,24
V218009,1-Jan,618,153,CHIHUAHUA  SMOOTH,CANINE,12
V218009,1-Jan,872,232,APPALOOSA,DOG,3
V218009,1-Jan,798,398,GOLDEN RETRIEVER,CANINE,17
V218009,1-Jan,973,138,CHIHUAHUA SMOOTH,CANINE,12
V218009,1-Jan,357,198,MIXED,CANINE,23
V218009,1-Jan,596,186,COONHOUND,CANINE,19
V218009,1-Jan,538,244,CLYDESDALE,EQUINE,20
V218009,1-Jan,608,218,ROCKY MOUNTAIN SADDLE HORSE,EQUINE,21
V218009,1-Jan,549,276,D.S.H.,FELINE,12
V218009,1-Jan,180,439,JAPANESE CHIN,CANINE,14
V218009,1-Jan,253,324,TABBY,FELINE,15
V218009,1-Jan,257,441,GREAT PYRENEES,CANINE,11
V218009,1-Jan,944,126,TERRIER MIX,CANINE,18
V218009,1-Jan,914,287,SIBERIAN HUSKY MIX,CANINE,18
V218009,1-Jan,704,336,DACHSHUND SMOOTH,CANINE,11
V218009,1-Jan,305,414, AMERICAN BULLDOG,CANINE,10
V218009,1-Jan,917,166,MIXED,CANINE,7
V218009,1-Jan,809,106,DOMESTIC SHORTHAIR,FELINE,22
V218009,1-Jan,527,352,DOMESTIC SHORTHAIR,FELINE,16
V218009,1-Jan,880,327,COLLIE,CANINE,9
V218009,1-Jan,903,376,SHORTHAIR DOMESTIC,FELINE,10
V218009,1-Jan,901,402,AMERICAN ESKIMO,DOG,22
V218009,1-Jan,730,256,OTHER FELINE,FELINE,17
V218009,1-Jan,100,131,UNKNOWN,CANINE,6
V218009,1-Jan,994,409,COCKER SPANIEL MIX,CANINE,19
V218009,1-Jan,185,371,DOMESTIC  SHORTHAIR,FELINE,7
V218009,1-Jan,385,374,CHOW CHOW MIX,CANINE,19
V218009,1-Jan,235,184,RETRIEVER LABRADOR,CANINE,18
V218009,1-Jan,486,113,MIXED,CANINE,4
V218009,1-Jan,629,327,DOMESTIC LONGHAIR,FELINE,12
V218009,1-Jan,696,279,MIXED (BREED),CANINE,18
V218009,1-Jan,225,459,BULLDOG FRENCH,CANINE,6
V218009,1-Jan,900,207,SNODDLE,CANINE,7
V218009,1-Jan,734,154,BLUE HEELER,CANINE,13
V218009,1-Jan,389,344,SHIH TZU,CANINE,7
V218009,1-Jan,320,133,RAT TERRIER,CANINE,22
V218009,1-Jan,676,455,DOMESTIC SHORT HAIR,FELINE,21
V218009,1-Jan,102,248,DOBERMAN PINSCHER,CANINE,18
V218009,1-Jan,140,326,CAVALIER KING CHARLES SPANIEL,CANINE,13
V218009,1-Jan,940,349,AUSTRALIAN SHEPHERD,DOG,22
V218009,1-Jan,416,119,DSH,FELINE,23
V218009,1-Jan,694,330,SIBERIAN HUSKY,CANINE,17
V218009,1-Jan,677,108,DOMESTIC MEDIUMHAIR,FELINE,9
V218009,1-Jan,731,122,RETRIEVER  LABRADOR,CANINE,20
V218009,1-Jan,365,490,DOMESTIC SHORTHAIRR,FELINE,12
V218009,1-Jan,557,408,BENGAL,FELINE,11
V218009,1-Jan,532,161,DOMESTIC MED HAIR,FELINE,20
V218009,1-Jan,716,405,SHEPHERD MIX,CANINE,12
V218009,1-Jan,953,244,AMER. PIT BULL TERR,CANINE,17
V218009,1-Jan,301,485,SCHNAUZERMINIATURE,CANINE,6
V218009,1-Jan,890,236,CHIHUAHUA MIX,CANINE,13
V218009,1-Jan,529,493,PITBULL MIX,CANINE,11
V218009,1-Jan,304,419,PIT,CANINE,8
V218009,1-Jan,402,392,RETRIEVER  LABRADOR,CANINE,23
V218009,1-Jan,777,391,TERRIER YORKSHIRE,DOG,13
V218009,1-Jan,930,464,CURR,CANINE,16
V218009,1-Jan,133,287,DOMESTIC SHORT HAIR,FELINE,2
V218009,1-Jan,128,133,DOMESTIC SHORTHAIR,FELINE,11
V218009,1-Jan,351,486,RETRIEVER  LABRADOR,CANINE,18
V218009,1-Jan,759,357,DOMESTIC SHORT HAIR,FELINE,8
V218009,1-Jan,698,245,DOMESTIC SHORTHAIR,FELINE,20
V218009,1-Jan,115,498,DSH,FELINE,21
V218009,1-Jan,625,370,BORDER COLLIE,CANINE,19
V218009,1-Jan,853,289,DOMESTIC MEDIUM HAIR,FELINE,5
V218009,1-Jan,902,222,FOX,CANINE,24
V218009,1-Jan,457,312,HIMALAYAN X,FELINE,12
V218009,1-Jan,701,482,DOMESTIC SHORTHAIR,FELINE,1
V218009,1-Jan,635,352,COCKER SPANIEL,CANINE,7
V218009,1-Jan,832,243,PIT BULL TERRIER,CANINE,6
V218009,1-Jan,563,247,POMERANIAN,CANINE,12
V218009,1-Jan,469,152,MALTESE,CANINE,16
V218009,1-Jan,376,176,MIX,CANINE,24
V218009,1-Jan,149,240,BOXER MIX,CANINE,18
V218009,1-Jan,778,199,TERRIER  JACK RUSSELL,CANINE,21
V218009,1-Jan,580,208,AMERICAN PIT BULL,DOG,12
V218009,1-Jan,655,488, DSH,FELINE,21
V218009,1-Jan,104,197,OTHER CANINE,CANINE,23
V218009,1-Jan,617,366,RETRIEVER/LAB/MIX,CANINE,13
V218009,1-Jan,587,154,DOMESTIC MEDIUMHAIR,FELINE,13
V218009,1-Jan,293,213,GERMAN SHEPHERD,CANINE,21
V218009,1-Jan,732,410,SIBERIAN HUSKY,DOG,15
V218009,1-Jan,423,279,SHEPHERD MIX,CANINE,16
V218009,1-Jan,329,290,COLLIE  BORDER,CANINE,18
V218009,1-Jan,649,371,POODLE TOY,CANINE,18
V218009,1-Jan,983,434,LABRADOR RETRIEVER,CANINE,7
V218009,1-Jan,224,262,CHOW CHOW,CANINE,23
V218009,1-Jan,164,176,DOMESTIC SHORTHAIR,FELINE,22
V218009,1-Jan,810,437,SHORTHAIR  DOMESTIC,FELINE,22
V218009,1-Jan,647,234,LABRADOR RETRIEVER,CANINE,7
V218009,1-Jan,370,317,DOMESTIC MEDIUMHAIR,FELINE,15
V218009,1-Jan,476,133,SHIH TZU,CANINE,8
V218009,1-Jan,494,110,TB,EQUINE,18
V218009,1-Jan,452,321,LAB MIX,CANINE,21
V218009,1-Jan,760,466,TERRIER CROSS,CANINE,9
V218009,1-Jan,833,498,GERMANSHEPHERD,CANINE,16
V218009,1-Jan,690,368,RATTERRIER,CANINE,24
V218009,1-Jan,870,406,TERRIER MIX,CANINE,24
V218009,1-Jan,835,412,SHORTHAIR  DOMESTIC,FELINE,16
V218009,1-Jan,738,409,LONGHAIR  DOMESTIC,FELINE,17
V218009,1-Jan,575,320,MIX  LAB. RETRIEVER,CANINE,23
V218009,1-Jan,255,115,PEKINGESE,CANINE,19
V218009,1-Jan,834,100,DOMESTIC SHORTHAIR,FELINE,8
V218009,1-Jan,398,293,DUTCH SHEPHERD,CANINE,19
V218009,1-Jan,238,366,DOMESTIC LONG HAIR,FELINE,5
V218009,1-Jan,159,348,MINIATURE PINSCHER,CANINE,15
V218009,1-Jan,534,499,DOMESTIC SHORTHAIR,FELINE,19
V218009,1-Jan,729,387,BULL MASTIFF,CANINE,6
V218009,1-Jan,375,290,TERRIER YORKSHIRE,CANINE,6
V218009,1-Jan,505,195,NEWFOUNDLAND,DOG,6
V218009,1-Jan,648,416,CHIHUAHUA MIX,CANINE,8
V218009,1-Jan,747,387, DWARF,LAGOMORPH,11
V218009,1-Jan,642,110,PITBULL,CANINE,12
V218009,1-Jan,309,330,MIX MASTIFF,DOG,5
V218009,1-Jan,984,256,COCKER SPANIEL,CANINE,20
V218009,1-Jan,270,212,SHORTHAIR  DOMESTIC,FELINE,5
V218009,1-Jan,962,446,SIBERIAN HUSKY,CANINE,22
V218009,1-Jan,143,147,RETRIEVER  LABRADOR,CANINE,24
V218009,1-Jan,761,315,LABRADOR RETRIEVER,CANINE,21
V218009,1-Jan,845,367,CATAHULA LEP,CANINE,6
V218009,1-Jan,233,180,BOSTON TERRIER,CANINE,11
V218009,1-Jan,129,355,X-BICHON  FRISE,CANINE,23
V218009,1-Jan,699,488,COON MAINE MIX,FELINE,14
V218009,1-Jan,456,346, SHIH TZU X,CANINE,9
V218009,1-Jan,993,385,GOLDEN/POODLE MIX,CANINE,14
V218009,1-Jan,818,119,BASSETT HOUND,CANINE,24
V218009,1-Jan,154,278,MIXED,CANINE,23
V218009,1-Jan,989,326,24970,CANINE,21
V218009,1-Jan,463,457,BENGAL,FELINE,12
V218009,1-Jan,680,288,DOMESTIC LONGHAIR,FELINE,24
V218009,1-Jan,776,465,GREYHOUND,CANINE,20
V218009,1-Jan,706,440,PITBULL MIX,CANINE,6
V218009,1-Jan,964,176,BEAGLE X,CANINE,23
V218009,1-Jan,791,414,TERRIER  MIX,CANINE,18
V218009,1-Jan,525,262,MORGAN,EQUINE,24
V218009,1-Jan,260,365,DSH (DOMESTIC SHORT HAIR),FELINE,18
V218009,1-Jan,636,447,TERRIER  YORKSHIRE,CANINE,10
V218009,1-Jan,643,493,DOMESTIC SHORTHAIR,FELINE,8
V218009,1-Jan,227,305,GOLDEN RETRIEVER,CANINE,20
V218009,1-Jan,406,372,DOMESTIC SHORTHAIR,FELINE,17
V218009,1-Jan,433,368,DSH,FELINE,20
V218009,1-Jan,954,216,DACHSHUND,CANINE,4
V218009,1-Jan,202,422,DOMESTIC MEDIUM HAIR,FELINE,5
V218009,1-Jan,103,129,DUFUS,CANINE,16
V218009,1-Jan,294,106,DOMESTIC LONG HAIR,CAT,11
V218009,1-Jan,382,175,SHETLAND SHEEPDOG,CANINE,22
V218009,1-Jan,763,257,DOMESTIC SHORTHAIR,FELINE,16
V218009,1-Jan,546,145,OTHER CANINE,CANINE,23
V218009,1-Jan,343,450,DOMESTIC LONGHAIR,FELINE,8
V218009,1-Jan,204,458,DOMESTIC SHORTHAIR,FELINE,18
V218009,1-Jan,715,238,SIAMESE,FELINE,8
V218009,1-Jan,948,272,TERRIER,CANINE,18
V218009,1-Jan,109,395,SIBERIAN HUSKY,CANINE,8
V218009,1-Jan,741,221,BORDER COLLIE,CANINE,22
V218009,1-Jan,412,229, MALTESE,CANINE,24
V218009,1-Jan,460,314,VIZSLA,CANINE,16
V218009,1-Jan,573,224,CHIHUAHUA,CANINE,16
V218009,1-Jan,616,296, SHIH TZU,CANINE,14
V218009,1-Jan,851,382,AM QUARTER HORSE,EQUINE,21
V218009,1-Jan,142,293,HUSKY,CANINE,11
V218009,1-Jan,283,275,BORDER COLLIE,CANINE,5
V218009,1-Jan,722,335,DOMESTIC SHORTHAIR,CAT,17
V218009,1-Jan,673,478,PERCHERON CROSS,EQUINE,21
V218009,1-Jan,646,159,DOMESTIC LONGHAIR,FELINE,22
V218009,1-Jan,190,303,TERRIER  STAFFORDSHIRE BULL,CANINE,20
V218009,1-Jan,910,300,BIRMAN,FELINE,20
V218009,1-Jan,337,430,MALTESE,CANINE,4
V218009,1-Jan,509,163,PEKINGESE,CANINE,13
V218009,1-Jan,971,432,DUTCH WARMBLOOD,EQUINE,13
V218009,1-Jan,819,477,DACHSHUND/SHORT-HAIR,CANINE,19
V218009,1-Jan,279,245,BEAGLE,CANINE,12
V218009,1-Jan,488,333,GERMAN SHEPHERD MIX,CANINE - DOGS,22
V218009,1-Jan,981,441,CHIHUAHUA,CANINE,24
V218009,1-Jan,728,340,TERRIER MIX,CANINE,18
V218009,1-Jan,241,488,MIX,CANINE,21
V218009,1-Jan,607,322,CANAAN DOG,CANINE,24
V218009,1-Jan,576,217,COLLIE  BORDER,CANINE,18
V218009,1-Jan,844,144,SHORTHAIR  DOMESTIC,FELINE,13
V218009,1-Jan,530,364,AMERICAN BULLDOG,CANINE,18
V218009,1-Jan,250,128,GERMAN SHEPHERD,CANINE,8
V218009,1-Jan,675,391,DOMESTIC SHORTHAIR,FELINE,24
V218009,1-Jan,523,317,FRENCH BULLDOG,CANINE,11
V218009,1-Jan,519,497,DACHSHUND  SMOOTH,CANINE,16
V218009,1-Jan,822,231,MAINE COON,CAT,16
V218009,1-Jan,249,345,DOMESTIC SHORT HAIR,FELINE,1
V218009,1-Jan,849,342,DOMESTIC SHORTHAIR,FELINE,5
V218009,1-Jan,814,251,PAPILLON,CANINE,20
V218009,1-Jan,554,281,CATAHOULA,CANINE,8
V218009,1-Jan,489,249, J RUSSEL TERRIER,CANINE,17
V218009,1-Jan,497,468,MIXED LAB,CANINE,15
V218009,1-Jan,754,315,POODLE,CANINE,17
V218009,1-Jan,595,311,SHORTHAIR  DOMESTIC,FELINE,8
V218009,1-Jan,977,414, MAINE COON,FELINE,17
V218009,1-Jan,195,199,DOMESTIC MEDIUMHAIR,FELINE,23
V218009,1-Jan,409,495,RETRIEVER  LABRADOR MIX,CANINE,9
V218009,1-Jan,956,360,SHIH TZU,CANINE,6
V218009,1-Jan,165,474,DOMESTIC SHORTHAIR,FELINE,24
V218009,1-Jan,897,357,DSH,FELINE,14
V218009,1-Jan,718,400,BEAGLE,DOG,22
V218009,1-Jan,324,291,TERRIER MIX,CANINE,10
V218009,1-Jan,670,157,GERMAN SHEPARD MIX,CANINE,14
V218009,1-Jan,876,464,LAB MIX,CANINE,11
V218009,1-Jan,162,226,RHODESIAN RIDGEBACK,CANINE,15
V218009,1-Jan,785,240,222799,FELINE,21
V218009,1-Jan,727,335,WHEATEN TERRIER,CANINE,14
V218009,1-Jan,685,277,GERMAN SHEPHERD DOG,CANINE,8
V218009,1-Jan,671,237,DOMESTIC LONG HAIR,CAT,11
V218009,1-Jan,318,276,DOMESTIC SHORTHAIR,FELINE,15
V218009,1-Jan,415,442,DOMESTIC MEDIUMHAIR,FELINE,10
V218009,1-Jan,427,122,BORDER COLLIE MIX,CANINE,18
V218009,1-Jan,341,139,PERSIAN,FELINE,15
V218009,1-Jan,775,138,WHEATEN TERRIER,CANINE,19
V218009,1-Jan,245,215,DOMESTIC SHORTHAIR,FELINE,23
V218009,1-Jan,118,399,GOLDENDOODLE,CANINE,6
V218009,1-Jan,656,386,MIXED,CANINE,11
V218009,1-Jan,767,357,LABRADOR RETRIEVER,CANINE,9
V218009,1-Jan,782,153,DACHSHUND MINIATURE,CANINE,19
V218009,1-Jan,183,311,DOMESTIC LONG HAIR,FELINE,14
V218009,1-Jan,199,232,SHIH TZU,CANINE,10
V218009,1-Jan,884,392,DOMESTIC SHORT HAIR,FELINE,3
V218009,1-Jan,197,162,BULLDOG,CANINE,15
V218009,1-Jan,599,215,RABBIT,RABBIT,16
V218009,1-Jan,137,160,GERMAN SHEPHERD,CANINE,7
V218009,1-Jan,998,324,LAB MIX,CANINE,13
V218009,1-Jan,779,120,MIX POINTER,CANINE,18
V218009,1-Jan,827,271,DSH,FELINE,17
V218009,1-Jan,454,464,BEAGLE,CANINE,19
V218009,1-Jan,292,103,BOXER,CANINE,24
V218009,1-Jan,709,370,SNODDLE,CANINE,7
V218009,1-Jan,611,322,CAIRN TERRIER,CANINE,17
V218009,1-Jan,839,463,AUSTRALIAN CATTLE DOG,DOG,7
V218009,1-Jan,952,499,OTHER GUINEA PIG,GUINEA PIG,6
V218009,1-Jan,533,163,DOMESTIC SHORTHAIR,FELINE,15
V218009,1-Jan,765,216,OTHER CANINE,CANINE,24
V218009,1-Jan,248,422,BEAGLE,CANINE,16
V218009,1-Jan,874,314,DMH,FELINE,19
V218009,1-Jan,514,222,SIAMESE,FELINE,7
V218009,1-Jan,441,287,LABRADOR RETRIEVER,CANINE,16
V218009,1-Jan,614,104,DOMESTIC SHORTHAIR,FELINE,10
V218009,1-Jan,539,178,BOXER,CANINE,15
V218009,1-Jan,928,421,DSH,FELINE,16
V218009,1-Jan,278,418,BUDGERIGAR,BIRD,4
V218009,1-Jan,893,213,AUSTRALIAN SHEPHERD/LABRADOR,CANINE,15
V218009,1-Jan,688,359,SHEPHERD GERMAN,CANINE,20
V218009,1-Jan,345,175,DACHSHUND,CANINE,14
V218009,1-Jan,970,283,DSH,FELINE,14
V218009,1-Jan,651,465,NON SPECIFIC,EQUINE,23
V218009,1-Jan,932,432,SCHNAUZER (MINIATURE),CANINE,21
V218009,1-Jan,966,481,PIT BULL AMERICAN,CANINE,9
V218009,1-Jan,786,244,MIXED,CANINE,22
V218009,1-Jan,831,115,CHIHUAHUA/MIX,CANINE,8
V218009,1-Jan,692,258,SHIH TZU,CANINE,6
V218009,1-Jan,789,431,DOMESTIC MEDIUM HAIR,FELINE,12
V218009,1-Jan,526,390,CHIHUAHUA MIX,CANINE,14
V218009,1-Jan,173,202,POODLE MIX,CANINE,16
V218009,1-Jan,492,340,REX,RABBIT,11
V218009,1-Jan,683,276,MASTIFF,CANINE,15
V218009,1-Jan,521,472,OTHER CANINE,CANINE,7
V218009,1-Jan,976,366,SHORTHAIR  DOMESTIC,FELINE,4
V218009,1-Jan,188,199,DACHSHUND,CANINE,21
V218009,1-Jan,524,374,MIXED,CANINE,18
V218009,1-Jan,125,359,BLUE HEELER MIX,CANINE,15
V218009,1-Jan,379,180,POODLE/MIX,CANINE,5
V218009,1-Jan,410,486,DOMESTIC SHORT HAIR,FELINE,21
V218009,1-Jan,748,324,RETRIEVER  LABRADOR MIX,CANINE,8
V218009,1-Jan,840,333,TERRIER  BULL,CANINE,15
V218009,1-Jan,887,356,TERRIER,CANINE,13
V218009,1-Jan,990,327,GREAT DANE,CANINE,22
V218009,1-Jan,139,341,BASSETT HOUND,CANINE,11
V218009,1-Jan,399,250,RAT TERRIER,CANINE,6
V218009,1-Jan,471,437,SPANIEL  COCKER X,CANINE,12
V218009,1-Jan,229,260,SIAMESE,FELINE,24
V218009,1-Jan,898,360,SCOTTISH DEERHOUND,CANINE,24
V218009,1-Jan,383,240,SHORTHAIR  DOMESTIC,FELINE,17
V218009,1-Jan,978,364,AUSTRALIAN SHEPHERD,CANINE,5
V218009,1-Jan,801,156,COCKATIEL,AVIAN,23
V218009,1-Jan,583,417,BLUE HEELER  AUSTRALIAN MIX,CANINE,24
V218009,1-Jan,453,379,SNODDLE,CANINE,7
V218009,1-Jan,682,373,DOMESTIC SHORTHAIR,FELINE,22
V218009,1-Jan,899,475,SHEPHERD  GERMAN,CANINE,6
V218009,1-Jan,896,105,PUG,CANINE,22
V218009,1-Jan,508,180,POINTER GERMAN SHORTHAIR,CANINE,4
V218009,1-Jan,368,393,CHIHUAHUA,CANINE,24
V218009,1-Jan,334,118,HEELER,CANINE,24
V218009,1-Jan,120,144,RETRIEVER LABRADOR MIX,CANINE,15
V218009,1-Jan,214,300,DOMESTIC SHORT HAIR,FELINE,6
V218009,1-Jan,485,103,ROTTWEILER MIX,CANINE,17
V218009,1-Jan,911,198,COLLIE MIX,CANINE,6
V218009,1-Jan,317,293,CHOW MIX,CANINE,17
V218009,1-Jan,458,222,SHIH TZU MIX,CANINE,21
V218009,1-Jan,997,296,DSH,CAT,17
V218009,1-Jan,374,189,HUSKY  SIBERIAN,CANINE,7
V218009,1-Jan,310,160,OLDENBURG,EQUINE,16
V218009,1-Jan,439,264,DSH DOMESTIC SHORTHAIR,FELINE,9
V218009,1-Jan,384,451,DACHSHUND,CANINE,11
V218009,1-Jan,273,300,DOMESTIC SHORT HAIR,FELINE,21
V218009,1-Jan,597,108,CHIHUAHUA,CANINE,12
V218009,1-Jan,191,105,PIT,CANINE,8
V218009,1-Jan,995,421,DOMESTIC SHORT HAIR,FELINE,12
V218009,1-Jan,581,186,RETRIEVER LABRADOR,CANINE,15
V218009,1-Jan,919,124,DOMESTIC LONGHAIR,FELINE,22
V218009,1-Jan,852,174,DOMESTIC LONGHAIR,FELINE,12
V218009,1-Jan,449,477,BOSTON TERRIER,CANINE,18
V218009,1-Jan,560,320,DOMESTIC SHORTHAIR,FELINE,15
V218009,1-Jan,892,169,BOXER MIX,CANINE,13
V218009,1-Jan,285,437,DOMESTIC SHORTHAIR,CAT,20
V218009,1-Jan,461,485,HIMALAYAN,FELINE,24
V218009,1-Jan,668,419,LAB MIX,CANINE,11
V218009,1-Jan,945,402,DOMESTIC SHORTHAIR,CAT,7
V218009,1-Jan,804,130,GOLDEN RETRIEVER,CANINE,17
V218009,1-Jan,582,116,MIXED,CANINEGHT,20
V218009,1-Jan,802,147,DOMESTIC SHORTHAIR,FELINE,24
V218009,1-Jan,156,119,PERSIAN,FELINE,24
V218009,1-Jan,669,462,MALTESE MIX,CANINE,12
V218009,1-Jan,240,371,ROTTWEILER,CANINE,5
V218009,1-Jan,825,389,YORKSHIRE  MIX,CANINE,7
V218009,1-Jan,123,461,DOMESTIC SHORT HAIR,FELINE,16
V218009,1-Jan,356,376,JACK RUSSELL,CANINE,24
V218009,1-Jan,848,409,TERRIER FOX,CANINE,13
V218009,1-Jan,432,310,WELSH CORGI/MIX,CANINE,7
V218009,1-Jan,752,302,CHIHUAHUA,CANINE,22
V218009,1-Jan,681,156,SIBERIAN,FELINE,9
V218009,1-Jan,484,149,CATTLE DOG  AUSTRALIAN,CANINE,16
V218009,1-Jan,653,285,DOMESTIC SHORT HAIR,FELINE,17
V218009,1-Jan,213,204,UNKNOWN,ACCOUNT NOTES,12
V218009,1-Jan,291,233,DACHSHUND,CANINE,22
V218009,1-Jan,198,431,ENGLISH BULLDOG,CANINE,20
V218009,1-Jan,150,261,DACHSHUND,CANINE,21
V218009,1-Jan,591,144,RETRIEVER MIXED,CANINE,14
V218009,1-Jan,397,379,DACHSHUND  SMOOTH,CANINE,9
V218009,1-Jan,518,358,DSH,CAT,6
V218009,1-Jan,967,344,AMERICAN PIT BULL TERRIER MIX,CANINE,6
V218009,1-Jan,792,497,AUSTRALIAN SHEPHERD MIX,DOG,3
V218009,1-Jan,808,214,RETRIEVER/LABRADOR,CANINE,4
V218009,1-Jan,511,113,SIAMESE,FELINE,19
V218009,1-Jan,417,152,PINSCHER  DOBERMAN,CANINE,22
V218009,1-Jan,878,329,BORDER COLLIE,CANINE,21
V218009,1-Jan,751,381,PEKAPOO,CANINE,12
V218009,1-Jan,481,307,POODLE STANDARD,CANINE,15
V218009,1-Jan,552,374,DOMESTIC SHORTHAIR,FELINE,23
V218009,1-Jan,663,192,COCKER SPANIEL,CANINE,24
V218009,1-Jan,232,176,APPALOOSA,EQUINE,21
V218009,1-Jan,972,341,DOMESTIC MEDIUM HAIR,FELINE,12
V218009,1-Jan,298,401,MIX HEALER,CANINE,23
V218009,1-Jan,933,281,YORKSHIRE TERRIER,CANINE,17
V218009,1-Jan,339,431,PUG,CANINE,20
V218009,1-Jan,295,104,DOMESTIC SHORT HAIR,FELINE,11
V218009,1-Jan,691,374,TERRIER MIX,CANINE,17
V218009,1-Jan,311,185,CATAHOULA,CANINE,13
V218009,1-Jan,750,202,TABBY,FELINE,9
V218009,1-Jan,421,343,PUG CHINESE,CANINE,21
V218009,1-Jan,974,425,BEAGLE MIX,CANINE,16
V218009,1-Jan,927,393,MIXED,CANINE,18
V218009,1-Jan,929,429,AUSTRALIAN SHEPHERD,CANINE,6
V218009,1-Jan,860,499,PIT BULL,CANINE,19
V218009,1-Jan,426,379,PEKINGESE,CANINE,14
V218009,1-Jan,650,260,DSH,FELINE,13
V218009,1-Jan,842,398,PITBULL,CANINE,9
V218009,1-Jan,430,371,MINIATURE PINCHER,CANINE,20
V218009,1-Jan,658,176,BEAGLE,CANINE,24
V218009,1-Jan,811,379,MINIATURE PINSCHER,CANINE,14
V218009,1-Jan,875,267,MAINE COON,FELINE,18
V218009,1-Jan,331,395,SHEEPDOG,CANINE,23
V218009,1-Jan,886,192,HAFLINGER,EQUINE,21
V218009,1-Jan,440,126,BOXER X,CANINE,4
V218009,1-Jan,678,420,ENG SPRINGER SPANIEL,CANINE,10
V218009,1-Jan,815,231,CHI,CANINE,16
V218009,1-Jan,314,447,AMERICAN BULLDOG,CANINE,14
V218009,1-Jan,520,249,TERRIER  YORKSHIRE,CANINE,19
V218009,1-Jan,769,381,41,CANINE,14
V218009,1-Jan,657,185,PIT BULL,CANINE,12
V218009,1-Jan,247,360,DOMESTIC SHORT HAIR,FELINE,21
V218009,1-Jan,445,364,DOMESTIC MEDIUMHAIR,FELINE,12
V218009,1-Jan,931,196,PEKINGESE,CANINE,21
V218009,1-Jan,358,142,ITALIAN GREYHOUND,CANINE,17
V218009,1-Jan,807,257,RETRIEVER  LABRADOR MIX,CANINE,7
V218009,1-Jan,459,371,DSH,FELINE,23
V218009,1-Jan,873,306,COCKAPOO,CANINE,18
V218009,1-Jan,935,210,CANARY,AVIAN,10
V218009,1-Jan,332,124,TERRIER MIX,CANINE,13
V218009,1-Jan,364,240,AUSTRALIAN SHEPHERD,CANINE,23
V218009,1-Jan,882,234,UNKNOWN,UNKNOWN,14
V218009,1-Jan,472,488,SHETLAND SHEEPDOG,CANINE,21
V218009,1-Jan,268,179,WEST HIGHLAND WHITE TERRIER,CANINE,19
V218009,1-Jan,958,484,AFRICAN GREY PARROT,BIRD,7
V218009,1-Jan,153,241,SHEPHERD GERMAN,DOG,20
V218009,1-Jan,868,319,RABBIT LIONHEAD,RABBIT,5
V218009,1-Jan,435,453,DOMESTIC SHORTHAIR,FELINE,16
V218009,1-Jan,467,216,TABBY,FELINE,15
V218009,1-Jan,733,237,DOMESTIC SHORTHAIR,FELINE,17
V218009,1-Jan,151,259,HOLSTEIN,BOVINE,14
V218009,1-Jan,871,303,PUG,CANINE,24
V218009,1-Jan,562,311,DACH MINI WIRECOAT,CANINE,4
V218009,1-Jan,167,485,SHIH TZU,CANINE,8
V218009,1-Jan,168,402,YORKSHIRE TERRIER,CANINE,17
V218009,1-Jan,602,350,BELGIAN MALINOIS,CANINE,14
V218009,1-Jan,861,396,ROTTWEILER MIX,CANINE,15
V218009,1-Jan,605,136,COLLIE BORDER,CANINE,24
V218009,1-Jan,490,375,COLLIE MIXIE,CANINE,19
V218009,1-Jan,307,331,TERRIER YORKSHIRE,CANINE,9
V218009,1-Jan,114,345,DOMESTIC SHORTHAIR,FELINE,8
V218009,1-Jan,288,198,MEDIUMHAIR DOMESTIC,FELINE,22
V218009,1-Jan,869,413,PIT BULL,CANINE,4
V218009,1-Jan,236,134,HOUND,CANINE,21
V218009,1-Jan,800,306,DSH (DOMESTIC SHORT-HAIR),FELINE,24
V218009,1-Jan,203,432,DOMESTIC SHORT HAIR,FELINE,17
V218009,1-Jan,186,488,CHIHUAHUA,CANINE,12
V218009,1-Jan,401,177,MIX LABRADOR RETRV,CANINE,22
